,user.id,create_at,text,Movie
208479,4533616332,4/27/19,BRO i was boutta smack some kid so fuckin hard today at work bc he ruined endgame for me,Avengers Endgame (2019)
187834,1105036261,4/26/19,@RobertDowneyJr #AvengersEndgame https://t.co/5JGd82SYGZ,Avengers Endgame (2019)
185540,2413456718,5/1/19,Okay whos trynna see endgame with my ASAP??,Avengers Endgame (2019)
194494,358863825,4/27/19,This freshcut got me feeling like I can bring the Avengers back,Avengers Endgame (2019)
192627,1.10E+18,4/26/19,y'all got me hype about dancing like im not bout to see #Endgame in 58 minutes =�,Avengers Endgame (2019)
208459,113139013,4/27/19,Whatever you do...dont clap during Endgame. People in my theatre clapped like it was the State of the Union and it killed my vibe.,Avengers Endgame (2019)
160390,104372718,4/29/19,Endgame is 100% more emotional the second time around,Avengers Endgame (2019)
161670,8.33E+17,4/29/19,Im playing random squads on Fortnite and this kid JUST SPOILED THE ENDING TO AVENGERS AND WOULDNT STOP TALKING ABOUT IT =-=-=-,Avengers Endgame (2019)
205777,867417690,5/1/19,"Im a grown ass man, Ill cry during endgame if I feel like it",Avengers Endgame (2019)
201086,14392973,4/26/19,Why is the #1 trending hashtag in the US a hashtag with a typo?#AvengersEndame or #AvengerEndgame? > https://t.co/k9jji14moZ,Avengers Endgame (2019)
200413,727552010,4/26/19,Ive never had a cinematic experience like that before. Endgame is perfection.,Avengers Endgame (2019)
171973,308133831,4/27/19,"#EndGame =@ (@ AMC Dine-In Southgate 9 Theatre in Missoula, MT) https://t.co/TnbIGcGCq4",Avengers Endgame (2019)
192707,20347385,4/26/19,"#AvengersEndgame #Dontspoilthemovie (@ B&B Theater And B-Roll in Ankeny, IA) https://t.co/bVLlvnJuO0 https://t.co/s9MDe4rn7k",Avengers Endgame (2019)
195402,46257359,4/27/19,Just saw Endgame...that is all goodnight =�,Avengers Endgame (2019)
219890,1466090258,4/28/19,Avengers: End Game =M<�=M<�,Avengers Endgame (2019)
218920,423105385,4/28/19,"Stan Lee said he made Tony Stark so you would be forced to like him . Crazy, cause that was my favorite character since I known him . Sorry Spidey and Thor",Avengers Endgame (2019)
205785,700203366,5/1/19,Jin just called army his children thats what that was #ThankYouAvengers #ThankYouJin #Iloveyou3000,Avengers Endgame (2019)
198223,14817607,4/29/19,"Last night - Finally saw #AvergersEndgame now I can get back on @Twitter. #BattleForWinterfell waves in the corner
Dang it.",Avengers Endgame (2019)
174665,7.38E+17,4/26/19,"NON SPOILER REVIEW OF AVENGERS ENDGAME 

It was an amazing story. Great characters great dialogue. Amazing cinematography. And thanos? Oh my goodness best villain in my opinion.",Avengers Endgame (2019)
170599,43186022,4/26/19,Hey @genmillscereal Ill be catching the heart-pumping action of Marvel Studios #AvengersEndgame on #OpeningWeekend,Avengers Endgame (2019)
220125,29831338,4/30/19,"Local Elections are important! #captainamerica wants you to #vote #CongerForMayor !
#Endgame #AvengersEndgame #Avengers 
@ChrisEvans https://t.co/BjXn5XSqTF",Avengers Endgame (2019)
201509,22327023,4/26/19,"After viewing #AvengersEndgame gonna get WILD and say that #CaptainAmerica is a Social 9w1 (except in ""Civil War"" where he leaned into his 8w). Since the SO9 is the Counter Type it's difficult to type. Basing this off his conflict deescalation style + his relationship with anger.",Avengers Endgame (2019)
205613,934708104,4/30/19,Heres hopin #hulk gets his wish on #thanks in #avengersendgame ! #avengers #pigmamicron #artistsofinstagram #micronpen #sketchbook #sketch #drawing #laff #humor #parody #cartoon& https://t.co/aM8VqnaY3o,Avengers Endgame (2019)
212097,126972470,4/26/19,"hi twitter, im here. just done want to see any endgame spoilers. okay bye until sunday. xoxo",Avengers Endgame (2019)
175258,1567120909,4/27/19,Can we get a notice when everyone else has seen Endgame because I just want to talk,Avengers Endgame (2019)
215772,68919611,4/26/19,Endgame #Endgame #captainmarvel #captainamerica #hulk #thor #blackwidow #blackpanther #starlord #Antman #spiderman #ironman #hawkeye #thanos #groot #RocketRaccoon #nebula #drstrange #warmachine #WinterSoldier #TheFalcon #ScarletWitch #Loki #NickFury #PepperPotts #Drax #Gamora end,Avengers Endgame (2019)
188628,143220837,4/28/19,Hugh Jackmans Wolverine and Robert Downey Jrs IronMan are the ONLY acceptable answers,Avengers Endgame (2019)
200824,222632282,4/26/19,@Avengers EPIC MOVIE!!! Best one yet!! Thanks #MarvelStudios you never cease to amaze us!! #AvengersEndame,Avengers Endgame (2019)
166056,9.46E+17,4/27/19,LOOK maybe Im being dramatic but the emotional distress Im going through right now is no joke. #AvengersEndgame,Avengers Endgame (2019)
203316,2273509128,4/27/19,Tonight. I finally see Endgame.,Avengers Endgame (2019)
196624,855068210,4/28/19,Anybody wanna go watch #Endgame with me?? #desperatetimescallfordesperatmeasures,Avengers Endgame (2019)
193755,959198557,4/26/19,my back is sore from getting fucked by endgame last night.,Avengers Endgame (2019)
143165,307823298,4/28/19,"'DE2', (9/ ADE #Endgame https://t.co/vWiEMNNAnQ",Avengers Endgame (2019)
212440,285683830,4/27/19,When you about to leave this theater at 4am. Im ready #AvengersEndGame,Avengers Endgame (2019)
133243,766733816,4/26/19,@_A3RO_ Avengers,Avengers Endgame (2019)
189425,114870635,4/29/19,The only Starks that matter. #GameofThrones #AvengersEndgame https://t.co/Rc96NNI76d,Avengers Endgame (2019)
151652,342704329,5/2/19,@RealRomaDowney Always do blessed and liftedvup by your tweets god bless you fir your very special ministry,Avengers Endgame (2019)
139341,7.10E+17,4/27/19,If you are a #Buffalobills fan then you deserve to have #endgame spoiled for you lol,Avengers Endgame (2019)
161262,380147155,4/29/19,endgame and the battle of winterfell in one week... woooooh...my blood pressure out of control.,Avengers Endgame (2019)
150863,24498332,5/1/19,Thank you @MarvelStudios @Russo_Brothers #Endgame,Avengers Endgame (2019)
166432,221855708,4/28/19,@JayLav_ @RobertDowneyJr dick move,Avengers Endgame (2019)
193985,159398407,4/26/19,"ENDGAME ?? 

That is all",Avengers Endgame (2019)
193958,20536040,4/26/19,So many thugs tears was shed. But I would have never thought that I would live to see the day that Chris Hero and Katy Perry would be fighting Thanos. #AvengersEndgame https://t.co/qNO07K19Jr,Avengers Endgame (2019)
201277,15036983,4/26/19,"Happy #FridayMorning, Rockstars!
=�
So ready for awesome, I cant even...
(
I blame #CaptainAmerica... in all the best ways. #AvengersEndame https://t.co/pbhF6NGY08",Avengers Endgame (2019)
170776,1557077274,4/30/19,@Russo_Brothers Did the Avengers create the darkest timeline? #EvilTroyAndEvilAbedInTheMorning!,Avengers Endgame (2019)
202960,1326284126,4/27/19,Entertaining us for so many years. #Endgame #nospoilers #gauntlet #popculture #superheroes <�<� @avengers @MarvelStudios @brianadamspr https://t.co/QQjf43fYQV,Avengers Endgame (2019)
192188,335144655,4/26/19,Came to a ratchet ass theater because it was the only one that had tickets available for #EndGame mind you we got the tickets when they came out #AvengersEndgame we ready to sit for 3 hours in uncomfortable ass seats for you!!!,Avengers Endgame (2019)
141499,14197569,4/27/19,Im not ready. #AvengersEndgame @ Cinemark Raleigh Grande https://t.co/2OaZDzmJPI,Avengers Endgame (2019)
195065,381266672,4/27/19,Honestly I think I might watch Avengers Endgame one more time...,Avengers Endgame (2019)
208928,81981928,4/28/19,just saw avengers and all I gotta say is that I love joe bidens cameo,Avengers Endgame (2019)
183175,88119102,4/27/19,Wow #Endgame,Avengers Endgame (2019)
216281,924432236,4/27/19,Avengers Endgame Was Litt =%=%=%#mustsee movie <� #Funatthemovies w Jay Yesterday #avengersendgame #tonystark #captainmarvel #blackpanther #captainamerica #blackwidow #hawkeye& https://t.co/t1e4iHb8v1,Avengers Endgame (2019)
201326,8.04E+17,4/26/19,Already excited about watching Endgame again tonight = #AvengersAssemble,Avengers Endgame (2019)
165692,159354927,4/27/19,endgame spoilers: stan lee ded,Avengers Endgame (2019)
170115,319108179,4/26/19,Woooow @Avengers #Endgame #DontSpoilTheEndgame,Avengers Endgame (2019)
151760,7.41E+17,5/2/19,Tiny spoiler that I doubt anyone else noticed... loved that Thor has bottles of Iron Bru in his house. #AvengersEndgame,Avengers Endgame (2019)
217080,35478824,4/26/19,Niggas tweeting about the endgame. Social media blackout,Avengers Endgame (2019)
199277,3168910128,5/1/19,"Endgame then made me sad, Im going to sleep",Avengers Endgame (2019)
221641,363845736,5/2/19,I hate avengers... I have no idea what is going on =),Avengers Endgame (2019)
167523,367978366,4/27/19,Im supposed to be taking a nap before we go see Endgame this evening but I cannot fall asleep,Avengers Endgame (2019)
157412,8.94E+17,4/27/19,#endgamespoliers #marvel https://t.co/v1OidPer5b,Avengers Endgame (2019)
169520,152423659,4/29/19,@EyeNoahGuy @GameOfThrones @Avengers Avengers made me cry. Battle of Winterfell gave me 4 heart attacks.,Avengers Endgame (2019)
180820,1.06E+18,4/29/19,"As we prep to leave to head towards Amboy,CA. Attached the day 1 short you tube video!! Give it a follow. #killcancer #saveourkids
 #helpushelpthem #IbetyoupaidtendollarstoseeAvengers 
Text the word give2cals to the number 20222
 https://t.co/UUvEQ1MJTj",Avengers Endgame (2019)
153957,2465437864,4/26/19,"#AdvengersEndgame 

just wow",Avengers Endgame (2019)
166692,45740488,4/28/19,Bout to see #endgame so excited https://t.co/iZLNJMGTJF,Avengers Endgame (2019)
149209,166886599,4/30/19,im finally seeing endgame saturday and ive avoided spoilers for it since thursday but i just saw one and now im sad and staying off twitter until i see it,Avengers Endgame (2019)
203982,202345286,4/28/19,Avengers really let that slide =-,Avengers Endgame (2019)
171613,1252839973,4/27/19,"As you can tell, Iron Man has always been my favorite. But #ThankYouAvengers for being such a special part of my life for so long d Love yall 3,000 https://t.co/aLfAroBFlh",Avengers Endgame (2019)
214922,471622718,4/30/19,"And I'm here to see Endgame... ALONE!!! ===

#AvengersEndGame
#Endgame",Avengers Endgame (2019)
162360,138790289,4/30/19,@elonmusk There is no time stone in reality to see the future >#. #Endgame,Avengers Endgame (2019)
219424,456916780,4/29/19,"avengers was !!!!!!!!!!!!!!! 

I have no words",Avengers Endgame (2019)
159254,206769004,4/27/19,"I'm at MJR Partridge Creek Digital Cinema 14 for Avengers: Endgame in Clinton Township, MI https://t.co/DYwdjSvV9B",Avengers Endgame (2019)
150224,25588919,5/1/19,"but around the time of Ghostbusters, Hemsworth is finding more of an identity as an actor by actively leaning into being the hot dumb one.",Avengers Endgame (2019)
214418,1348198466,4/26/19,I thought the small theater in Boone would have a ticket to at least one showing of Endgame because they are not great and half the speakers are blown but I was wrong! =+,Avengers Endgame (2019)
177417,8.46E+17,4/27/19,Just got done seeing Avengers >' I stuck it thru,Avengers Endgame (2019)
169132,2782632047,5/2/19,@Tilley_nate Bc Brooks made me go see Thor Ragnorok and its 2 hours Ill never get back so I just assumed I wouldnt like any of them. But after he made me sit through Endgame I had questions and I needed answers.,Avengers Endgame (2019)
204541,2903210460,4/29/19,"Yes, the @warriors are Thanos. The Rockets should probably give @RobertDowneyJr a call =",Avengers Endgame (2019)
199172,50163087,5/1/19,Seen avengers finally.,Avengers Endgame (2019)
136815,1555841905,4/26/19,I want to talk endgame,Avengers Endgame (2019)
207273,372459034,4/26/19,I guess today is the day i ruin avengers for everybody who didnt see it,Avengers Endgame (2019)
206147,2172992672,4/26/19,Im not ready too watch endgame =-,Avengers Endgame (2019)
140881,1011549192,4/27/19,"Its an epic film, @genmillscereal! #AlreadyBeen to see @MarvelStudios #AvengersEndgame and I cant wait to watch it again!",Avengers Endgame (2019)
200679,17764265,4/26/19,EVERYONE MUST GO WATCH #EndGame THAT IS ALL GOODNIGHT,Avengers Endgame (2019)
191643,2455241412,4/30/19,Do I just watch the AVENGERS MOVIE and it was amazing,Avengers Endgame (2019)
219307,157104199,4/29/19,Ive never wanted to yell out f-yeah in a movie theatre before but he is worthy. #AvergersEndgame,Avengers Endgame (2019)
198455,70825562,4/30/19,So I gotta watch endgame again because I knocked out around the last hour and was in n out of fight scenes til the credits started rolling,Avengers Endgame (2019)
204967,376915855,4/29/19,Didnt think I could be hurt like this twice in one week. #GameOfThornes #Endgame @GameOfThrones @Avengers,Avengers Endgame (2019)
194166,286466092,4/26/19,Resisting social media for the next few days to avoid you assholes and your Endgame spoilers is going to end me,Avengers Endgame (2019)
153712,9.12E+17,4/26/19,Today... Were in Endgame now. https://t.co/w0q944XYAt,Avengers Endgame (2019)
175429,8.47E+17,4/26/19,Were in the #EndGame now @MarvelStudios https://t.co/gzTH7sLJPW,Avengers Endgame (2019)
212939,596124943,4/26/19,I really dont wanna spoil Endgame for anybody but why was I getting some serious Ricky Martin vibes from the Hulk???,Avengers Endgame (2019)
202676,537834998,4/27/19,Its time #AvengersEngame,Avengers Endgame (2019)
185834,2912845699,5/2/19,"Idc if I ruin endgame for some of yall now its been almost a whole week, thats on yall",Avengers Endgame (2019)
200879,303637517,4/26/19,Endgame was incredible. 10/10 would recommend,Avengers Endgame (2019)
163494,1677688549,4/26/19,"To everyone who celebrated my birthday or wished me well on Fri, to the following festivities on Sat, to Springfest at Stevens Pass on Sun, to a surprise visit to WA from friends on Mon, to Avengers: Endgame today, its been one hell of a week. Thank you. Thank you so much. d",Avengers Endgame (2019)
218158,311364571,4/27/19,Weird flex... #avengersendgame @ AVENGERS STATION https://t.co/ygK20VTSL2,Avengers Endgame (2019)
203621,9.27E+17,4/27/19,Avengers: End Game was the best movie ever!,Avengers Endgame (2019)
181581,1708123344,4/30/19,Best shot from #Endgame https://t.co/TYl6tqBNRF,Avengers Endgame (2019)
172117,87240960,5/2/19,Yes it was magnificent but wait til we get the X-Men FF and Avengers together fighting Dr. Doom in Secret Wars and having Miles Morales save all of reality will be mindblowing and that will be deemed the Greatest scene in cinema history,Avengers Endgame (2019)
158921,21394805,4/27/19,Tonight I finally see #EndGame. Please dont show or tell me any spoilers cause I WILL fight you. I put that on Chloe.,Avengers Endgame (2019)
209946,1.03E+18,4/26/19,All I have to say is that @Avengers is the greatest movie of all time! ALL TIME!! I have no words! The culmination of 22 movies was worth it! #dontspoilendgame #AvengerEndgame #endgame,Avengers Endgame (2019)
195945,8.66E+17,4/27/19,"Sleepy start to service today since everyone is likely seeing Avengers: Endgame(=)...which means if you're in town & not at the movies, now is a chance to grab a table for the day before everyone gets out & storms the gate!<�@ https://t.co/WrgC1XZXOl",Avengers Endgame (2019)
177743,52290184,4/27/19,Man I cant believe this is the end of an era #AvengersEndgame did not disappoint one bit.,Avengers Endgame (2019)
191303,23506357,4/29/19,Shout out to everyone who was able to manage having a productive weekend and watching GoT and Avengers: Endgame,Avengers Endgame (2019)
171993,4786586672,4/27/19,Avengers: Endgame Round #2. @ Warren Movie Theatres https://t.co/1tYcKrdLvh,Avengers Endgame (2019)
218341,97068611,4/28/19,Only thing that kept me from crying was laughing at other ppl crying #AvengersEndame https://t.co/iPONHE8KWP,Avengers Endgame (2019)
163175,14696408,4/26/19,"I have one thing to say about Avengers: EndGame: its a VERY VERY good movie if you have not seen the other Marvel movies, but if you have, its a VERY VERY GREAT MOVIE!!! #AvengersEndgame #Marvel #Avengers",Avengers Endgame (2019)
161419,503802468,4/30/19,Someone shouldve had tissues at the door everyone is balling during the movie #AvengersEngame,Avengers Endgame (2019)
216851,339093144,4/26/19,Anyone want to go see Endgame tonight?!,Avengers Endgame (2019)
142185,451374125,4/28/19,Endgame better than The Dark Knight. Yep I said it #Avengers,Avengers Endgame (2019)
195101,355971320,4/27/19,A year ago today I went to watch infinity war and yesterday I saw endgame https://t.co/aZ90YjFVpb,Avengers Endgame (2019)
162467,1673470734,4/30/19,Endgame was a 10/10,Avengers Endgame (2019)
185959,27391593,4/26/19,Should I go see #endgame tonight or tomorrow?,Avengers Endgame (2019)
161336,3230321526,4/29/19,Robert Downey Jr dancing is a whole mood .. #IYKYK,Avengers Endgame (2019)
199443,280290840,5/2/19,"Oh yeah, but have yall seen Humanity: Endgame?! Spoilers, it doesnt end well for our protagonists, and we are currently at the 01:29:00 mark.",Avengers Endgame (2019)
215254,36070673,4/26/19,"Unpopular opinion: End Game is shit! Cheesy, Sappy, Cliched. Waste of 3 hrs. Infinity War was soooo much better. #Endgame #AvengersEndame",Avengers Endgame (2019)
184080,2437669592,4/26/19,#EndGame =-=-=-=-=-=-=-,Avengers Endgame (2019)
152826,139553774,4/26/19,That fucking endgame got me sick,Avengers Endgame (2019)
179601,1535785080,4/28/19,"Hit the gym, walked the dogs, now time to shower up, and take the dogs for another walk at the beach w/ the gf... and then tonight get my heart broken (again)

#Endgame 
#GameofThrones https://t.co/uT5e9pzkfG",Avengers Endgame (2019)
163171,313117217,4/26/19,"Too much happening today =1 Avengers, Taylor... wait thats all. But thats a lot!! #Thursday",Avengers Endgame (2019)
140064,99209339,4/27/19,"I'm at Regal Cinemas Gallery Place 14 - @regalmovies for Avengers: Endgame in Washington, DC https://t.co/uBJAMIjt5X",Avengers Endgame (2019)
188194,9.78E+17,4/26/19,How it feels avoiding all the endgame spoilers https://t.co/laDsgPnCTn,Avengers Endgame (2019)
219091,37662140,4/28/19,fuelin' up for the #avengersendgame marvelstudios #sundaybrunch a little early #foodporn #nomnomnom chicken fajita scrambled eggs & homemade #habanerosalsa have a great game today @abreg_1& https://t.co/BVmlWwV75G,Avengers Endgame (2019)
177058,94248136,4/26/19,Saw Endgame 12hrs ago and my eyes still water up every time I think about it >z,Avengers Endgame (2019)
182738,767742,4/27/19,"1/Estatus de los #Avengers antes de la nueva Endgame 
/
#Avengers status before the new Endgame movie 

Happy Saturday / Feliz S�bado https://t.co/DWam3xTMwh",Avengers Endgame (2019)
176634,4181809340,4/28/19,LEFT SO SPEECHLESS. Cried from beginning to end. WOW. what a movie what a way to ended. #ThankYouAvengers,Avengers Endgame (2019)
155545,107740330,4/26/19,"Hey Fans, here is our model Shiverlique posing next to Ironman, Antman and Rocket Raccoon as Avengers: Endgame movie opens today 4/26/19. #model #cosplayer #costume #makeup #ironman #avengersendgame #antman #rocketraccoon. #followus #follow #followback https://t.co/f7uXX5kffr",Avengers Endgame (2019)
199892,1054369164,4/26/19,Welp thats pick was anticlimactic #Bucs....time to get ready to go watch #AvengersEndgame,Avengers Endgame (2019)
180535,4891361526,4/29/19,Finally watched Endgame...result? Best film Ive ever seen in my life.,Avengers Endgame (2019)
144447,8542022,4/29/19,Wow. That was one of the best hours of tv ever. Like top 5 for sure. Even better than #Endgame and a masterpiece in cinema. Amazing job to all involved. @SophieT @GameOfThrones @HBO #GamefThrones #TeamStarks #arya,Avengers Endgame (2019)
221089,574850519,4/29/19,"i had a dream about the avengers but instead of people disappearing, everyones follower count disappeared ???",Avengers Endgame (2019)
216483,7.12E+17,4/26/19,"As a kid who grew up with Iron Man, Captain America, Thor, Hulk, and the rest of the Avengers as my heroes, Avengers: Endgame was honestly one of the most incredible experiences Ive been a part of. Thats the my tea",Avengers Endgame (2019)
215019,7.15E+17,4/30/19,"thank god im finally watching endgame tonight bc all yall mfs cant keep ur mouth shut. if u spoiled endgame for people who havent watched it yet, fck u.",Avengers Endgame (2019)
207228,3287351286,4/26/19,I typed c into my twitter search bar and I think I accidentally spoiled Endgame for myself https://t.co/Ed1elHtdTU,Avengers Endgame (2019)
204452,2402177934,4/28/19,Endgame is the GOAT Avengers movie,Avengers Endgame (2019)
154137,7.63E+17,4/26/19,Hey hey hey it is 2:45AM and Im watching Avengers cus I fucking hate my personal health! https://t.co/rGvOTwmnY5,Avengers Endgame (2019)
136342,601214177,4/26/19,About to find out how it ends. Im scared. See you on the other side. #AvangersEndgame,Avengers Endgame (2019)
204525,8.31E+17,4/28/19,''Avengers: Endgame'' Has Shattered All Box Office Records In Its Debut https://t.co/jdB8Ng3njd I cry! =-=-,Avengers Endgame (2019)
218104,382711387,4/27/19,@EndgameWatcher @adam_laskaris @mrsombudsman no,Avengers Endgame (2019)
175210,2770203135,4/27/19,1 hour to go ... #Endgame,Avengers Endgame (2019)
135592,1436322770,4/26/19,@CreminIV @TheRealStanLee @Avengers Enjoy!,Avengers Endgame (2019)
181526,1279488835,4/26/19,"There was one part in Avenger Endgame that made me cry not because it was sad, but because Im a dramatic bitch. If youve seen it DM me so I can bitch about it=",Avengers Endgame (2019)
207078,526446322,4/29/19,#StoneTheatres #AvengersEndgame https://t.co/qwrNjfD9sr,Avengers Endgame (2019)
170261,3305936967,4/29/19,"We'll do whatever it takes to get you to your new home. That's our end game. <�
---
#endgame #whateverittakes #remaxfamily #realtor #remaxinteraction #RealEstate #realestateagent #remaxagent #remax& https://t.co/7hfeOELwfv",Avengers Endgame (2019)
210380,3014032244,4/26/19,Bitch I just found out that endgame has no end credits,Avengers Endgame (2019)
163201,2226536424,4/26/19,I never been this focus #AvengersEndame,Avengers Endgame (2019)
188809,111177837,4/28/19,"You have to understand. If it comes to saving you, or the kid, or the Time Stone, I will not hesitate to let either of you die. I can't because the universe depends on it.""

Doctor Strange giving away the stone and the ending of Endgame has yet another layer to it...",Avengers Endgame (2019)
209127,215530385,4/28/19,"What's crazy is, if there was a tip jar for the movie on the way out I would have put more money in it. #Endgame 

CNN: 'Avengers: Endgame' shatters records with $1.2 billion opening.
https://t.co/jERm5d2a0D

via @GoogleNews",Avengers Endgame (2019)
202854,949042723,4/27/19,Going through the TL and just hoping I dont see any Endgame spoilers,Avengers Endgame (2019)
196640,552364200,4/28/19,Ok can yall still hold off on the endgame tweets? Please =-=-=-,Avengers Endgame (2019)
186433,344390442,4/26/19,#AvengersEndgame #Thanos time!! https://t.co/x1tmXT3vJT,Avengers Endgame (2019)
193456,138913501,4/26/19,"Aside from staying away from social media, don't forget to wear earplugs/headphones as soon as you've parked your car and you're walking towards the movie theater to watch #AvengersEndgame . 

P.S. Watch out for young children, remember, they're not good at keeping secrets. https://t.co/niUbO7V2oS",Avengers Endgame (2019)
208383,977298860,4/27/19,Not Gunna lie I'm actually depressed from the ending of EndGame.,Avengers Endgame (2019)
211714,69221592,4/26/19,#EndGame is the greatest movie of all time!!,Avengers Endgame (2019)
188654,164024122,4/28/19,Avengers....bruh,Avengers Endgame (2019)
158617,495584855,4/27/19,"Yall....#Endgame was PHENOMENAL!!! 100,000 out of 10. Yall gotta go see it. Jeeeeesus Christ. >/=1=$=%=L<�",Avengers Endgame (2019)
191060,1587446064,5/1/19,Finally watched Endgame and only cried 3 times.... @Marvel @MarvelStudios I love you,Avengers Endgame (2019)
208679,18313422,4/27/19,Bruh #endgame was Epic!!! Whos down to watch it again =>,Avengers Endgame (2019)
171837,13367802,4/27/19,"Just out of #AvengersEndgame and I have so many feelings. Sad, but not like last time. Happy, proud, overwhelmed. One tiny scene that isn't even that important has struck me profoundly as a female fan and aunt to a little girl who dreams of being a superhero.",Avengers Endgame (2019)
177622,1553857897,4/27/19,YO. ENDGAME FULL ON SHOOK ME. I AM EXHAUSTED FROM THE 3 HOUR EMOTIONAL ROLLERCOASTER I WAS JUST ON.,Avengers Endgame (2019)
183409,296574636,4/28/19,Fans of Avengers: Endgame are nailing their tributes to the MCU =� https://t.co/5w1UCDIH5f,Avengers Endgame (2019)
187484,270928797,4/26/19,"Its 4:18am (edt) and I'm STILL sitting in the movie theater watching the credits roll.

#AvengersEndgame",Avengers Endgame (2019)
199833,120932996,4/26/19,@MarvelStudios @Marvel @Kevfeige @louisde2 @RobertDowneyJr @ChrisEvans this is how much I love you and MCU https://t.co/rEvDtbJy7m,Avengers Endgame (2019)
205587,2561272101,4/30/19,now that i watched endgame ...,Avengers Endgame (2019)
214678,224557574,4/29/19,"If you havent seen #Endgame and you read a spoiler, thats on you. You fucked up. Im talking about it =�<�",Avengers Endgame (2019)
170547,2686010485,4/30/19,"Last nights #GOT episode...>/>/>/>/>/

Just like #Endgame >/>/>/>/>/

AND, #CarolinaHurricanes 2-0 going home (here) for Game 3 on Wednesday
>/>/>/>/>/

I went into work Monday like I've already done 40hrs. >*=2 >v=%=<",Avengers Endgame (2019)
189938,365490868,4/28/19,I just saw avengers wow,Avengers Endgame (2019)
185875,21966491,4/26/19,Must see endgame now,Avengers Endgame (2019)
147788,3116132216,4/29/19,Can someone let me know when the avengers game of throne episode is over so I can log on this website again???,Avengers Endgame (2019)
185862,160056241,4/26/19,I just read a spoiler on Avengers.....I knew Jesus was gonna come back for the last show down,Avengers Endgame (2019)
189155,222194981,4/27/19,@chris_dolan_ @MisterRex @Avengers I have but I thought Endgame was better.,Avengers Endgame (2019)
162378,243428037,5/1/19,"Excuse me Mr. Very Attractive Store Brand Version of Chris Hemsworth Who Just Walked By! I know your name is (probably) not Jennifer, but I've been waiting @ this corner for her for a while and she's not here so why don't you just hop in my UbeR instead. I WILL TAKE YOU ANYWHERE!",Avengers Endgame (2019)
206880,121998973,4/26/19,'Round the clock Avengers screenings',Avengers Endgame (2019)
215766,2732193303,4/26/19,Endgame was beautiful #AvengersEndgame,Avengers Endgame (2019)
186326,57526573,4/27/19,Got my endgame tickets for Sunday morning =,Avengers Endgame (2019)
221247,29843113,4/30/19,"well, time to turn off my endgame filters",Avengers Endgame (2019)
163579,1327003758,4/26/19,Y'all. #EndGame was amazing.,Avengers Endgame (2019)
171645,481138827,4/27/19,We ready!!!! #avengersendgame @ AMC Dine-In Webb Gin 11 https://t.co/kq1b4KRRCi,Avengers Endgame (2019)
171439,4661679735,4/27/19,"I shed real tears tonight 
#Endgame
 #AvengersEndame",Avengers Endgame (2019)
168852,2434145208,4/28/19,Welp. Saw #AvengersEndGame. https://t.co/NqGjDS2xR3,Avengers Endgame (2019)
201883,28607609,4/26/19,OMG!!! Endgame is a roller coaster and thats all Im gonna say..... of course I had to represent originalfunko to see this epic conclusion. FYI I was trying to snap my fingers but it& https://t.co/EU2g9aimJ3,Avengers Endgame (2019)
221391,266317669,4/30/19,I keep trying to watch the endgame but keep falling asleep,Avengers Endgame (2019)
134089,277320243,4/26/19,My brother really went to go see Endgame at 4:30 am,Avengers Endgame (2019)
217792,1132739899,4/27/19,Endgame was something else,Avengers Endgame (2019)
176132,1.01E+18,4/26/19,Everyone should block and report this account for spoiling endgame https://t.co/K7r5Hvun2N,Avengers Endgame (2019)
177657,18327992,4/27/19,@carriesnotscary A phone rang early on and I thought it was a joke cause it was a scene tony stark was quiet in. Timed perfectly.,Avengers Endgame (2019)
209338,4327003514,5/2/19,Sebastian really cried about 6 times during Endgame & I only cried once ==�,Avengers Endgame (2019)
182596,2671775815,4/27/19,Im finally here #Endgame,Avengers Endgame (2019)
177789,406279251,4/28/19,@ShawonOff I think seeing Infinity War is a given here but IW gives enough context to understand Endgame,Avengers Endgame (2019)
219454,7.13E+17,4/29/19,I advise everyone who hasnt seen Endgame to mute any and everything about or hint the movie in any way.,Avengers Endgame (2019)
171906,2525313000,5/2/19,Avengers was good af. Idk how anybody said it wasnt.,Avengers Endgame (2019)
216562,245429055,4/27/19,I wasnt ready for endgame,Avengers Endgame (2019)
147243,410372529,4/29/19,Watching Avengers #endgame @RegalMovies,Avengers Endgame (2019)
163538,226062160,4/26/19,Captain America league MVP but Captain Marvel DPOY #AvengersEndame,Avengers Endgame (2019)
138808,2709581336,4/27/19,Fucking A #TheAvengersEndGame @ Palace 18 Cinemas https://t.co/2PTOOi2hl1,Avengers Endgame (2019)
208419,7.68E+17,4/27/19,We're at the movies waiting for endgame @ Rave Motion Pictures- Franklin Park 16 https://t.co/SePNrUoBWv,Avengers Endgame (2019)
180310,1.05E+18,4/29/19,#Thor #Lebowski #AvengersEndgame https://t.co/vg0LAnvg6e,Avengers Endgame (2019)
191908,26384910,4/30/19,"Alright finally doing this #Endgame thing. Here goes nothing. =,=,",Avengers Endgame (2019)
221209,626315568,4/30/19,The biggest casualty of Endgame was Caps beard,Avengers Endgame (2019)
203117,1.10E+18,4/27/19,#AvengersEndgame is a comic book movie Truly brought to life. Wow....what a moment..... I dont think any other movie can compare,Avengers Endgame (2019)
199232,156120198,5/1/19,Went to a 10pm showing of Avengers by myself last night cus no way I couldve ducked spoilers till Friday.,Avengers Endgame (2019)
